"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Argentina","Electricity- total nuclear production","2007","Kilowatt-hours, million","7217",""
"Argentina","Electricity- total nuclear production","2006","Kilowatt-hours, million","7691",""
"Argentina","Electricity- total nuclear production","2005","Kilowatt-hours, million","6873",""
"Argentina","Electricity- total nuclear production","2004","Kilowatt-hours, million","7869",""
"Argentina","Electricity- total nuclear production","2003","Kilowatt-hours, million","7566",""
"Argentina","Electricity- total nuclear production","2002","Kilowatt-hours, million","5821",""
"Argentina","Electricity- total nuclear production","2001","Kilowatt-hours, million","7059",""
"Argentina","Electricity- total nuclear production","2000","Kilowatt-hours, million","6177",""
"Argentina","Electricity- total nuclear production","1999","Kilowatt-hours, million","7106",""
"Argentina","Electricity- total nuclear production","1998","Kilowatt-hours, million","7453",""
"Argentina","Electricity- total nuclear production","1997","Kilowatt-hours, million","7961",""
"Argentina","Electricity- total nuclear production","1996","Kilowatt-hours, million","7459",""
"Argentina","Electricity- total nuclear production","1995","Kilowatt-hours, million","7066",""
"Argentina","Electricity- total nuclear production","1994","Kilowatt-hours, million","8235",""
"Argentina","Electricity- total nuclear production","1993","Kilowatt-hours, million","7750",""
"Argentina","Electricity- total nuclear production","1992","Kilowatt-hours, million","7081",""
"Argentina","Electricity- total nuclear production","1991","Kilowatt-hours, million","7771",""
"Argentina","Electricity- total nuclear production","1990","Kilowatt-hours, million","7281",""
"Argentina","Electricity - nuclear production, public","2007","Kilowatt-hours, million","7217",""
"Argentina","Electricity - nuclear production, public","2006","Kilowatt-hours, million","7691",""
"Argentina","Electricity - nuclear production, public","2005","Kilowatt-hours, million","6873",""
"Argentina","Electricity - nuclear production, public","2004","Kilowatt-hours, million","7869",""
"Argentina","Electricity - nuclear production, public","2003","Kilowatt-hours, million","7566",""
"Argentina","Electricity - nuclear production, public","2002","Kilowatt-hours, million","5821",""
"Argentina","Electricity - nuclear production, public","2001","Kilowatt-hours, million","7059",""
"Argentina","Electricity - nuclear production, public","2000","Kilowatt-hours, million","6177",""
"Argentina","Electricity - nuclear production, public","1999","Kilowatt-hours, million","7106",""
"Argentina","Electricity - nuclear production, public","1998","Kilowatt-hours, million","7453",""
"Argentina","Electricity - nuclear production, public","1997","Kilowatt-hours, million","7961",""
"Argentina","Electricity - nuclear production, public","1996","Kilowatt-hours, million","7459",""
"Argentina","Electricity - nuclear production, public","1995","Kilowatt-hours, million","7066",""
"Argentina","Electricity - nuclear production, public","1994","Kilowatt-hours, million","8235",""
"Argentina","Electricity - nuclear production, public","1993","Kilowatt-hours, million","7750",""
"Argentina","Electricity - nuclear production, public","1992","Kilowatt-hours, million","7081",""
"Argentina","Electricity - nuclear production, public","1991","Kilowatt-hours, million","7771",""
"Argentina","Electricity - nuclear production, public","1990","Kilowatt-hours, million","7281",""
"Armenia","Electricity- total nuclear production","2007","Kilowatt-hours, million","2553",""
"Armenia","Electricity- total nuclear production","2006","Kilowatt-hours, million","2640",""
"Armenia","Electricity- total nuclear production","2005","Kilowatt-hours, million","2716",""
"Armenia","Electricity- total nuclear production","2004","Kilowatt-hours, million","2403",""
"Armenia","Electricity- total nuclear production","2003","Kilowatt-hours, million","1998",""
"Armenia","Electricity- total nuclear production","2002","Kilowatt-hours, million","2282",""
"Armenia","Electricity- total nuclear production","2001","Kilowatt-hours, million","1987",""
"Armenia","Electricity- total nuclear production","2000","Kilowatt-hours, million","2005",""
"Armenia","Electricity- total nuclear production","1999","Kilowatt-hours, million","2078",""
"Armenia","Electricity- total nuclear production","1998","Kilowatt-hours, million","1589",""
"Armenia","Electricity- total nuclear production","1997","Kilowatt-hours, million","1600",""
"Armenia","Electricity- total nuclear production","1996","Kilowatt-hours, million","2324",""
"Armenia","Electricity- total nuclear production","1995","Kilowatt-hours, million","304",""
"Armenia","Electricity - nuclear production, public","2007","Kilowatt-hours, million","2553",""
"Armenia","Electricity - nuclear production, public","2006","Kilowatt-hours, million","2640",""
"Armenia","Electricity - nuclear production, public","2005","Kilowatt-hours, million","2716",""
"Armenia","Electricity - nuclear production, public","2004","Kilowatt-hours, million","2403",""
"Armenia","Electricity - nuclear production, public","2003","Kilowatt-hours, million","1998",""
"Armenia","Electricity - nuclear production, public","2002","Kilowatt-hours, million","2282",""
"Armenia","Electricity - nuclear production, public","2001","Kilowatt-hours, million","1987",""
"Armenia","Electricity - nuclear production, public","2000","Kilowatt-hours, million","2005",""
"Armenia","Electricity - nuclear production, public","1999","Kilowatt-hours, million","2078",""
"Armenia","Electricity - nuclear production, public","1998","Kilowatt-hours, million","1589",""
"Armenia","Electricity - nuclear production, public","1997","Kilowatt-hours, million","1600",""
"Armenia","Electricity - nuclear production, public","1996","Kilowatt-hours, million","2324",""
"Armenia","Electricity - nuclear production, public","1995","Kilowatt-hours, million","304",""
"Belgium","Electricity- total nuclear production","2007","Kilowatt-hours, million","48227",""
"Belgium","Electricity- total nuclear production","2006","Kilowatt-hours, million","46645",""
"Belgium","Electricity- total nuclear production","2005","Kilowatt-hours, million","47595",""
"Belgium","Electricity- total nuclear production","2004","Kilowatt-hours, million","47312",""
"Belgium","Electricity- total nuclear production","2003","Kilowatt-hours, million","47379",""
"Belgium","Electricity- total nuclear production","2002","Kilowatt-hours, million","47360",""
"Belgium","Electricity- total nuclear production","2001","Kilowatt-hours, million","46349",""
"Belgium","Electricity- total nuclear production","2000","Kilowatt-hours, million","48157",""
"Belgium","Electricity- total nuclear production","1999","Kilowatt-hours, million","49017",""
"Belgium","Electricity- total nuclear production","1998","Kilowatt-hours, million","46165",""
"Belgium","Electricity- total nuclear production","1997","Kilowatt-hours, million","47408",""
"Belgium","Electricity- total nuclear production","1996","Kilowatt-hours, million","43336",""
"Belgium","Electricity- total nuclear production","1995","Kilowatt-hours, million","41356",""
"Belgium","Electricity- total nuclear production","1994","Kilowatt-hours, million","40624",""
"Belgium","Electricity- total nuclear production","1993","Kilowatt-hours, million","41927",""
"Belgium","Electricity- total nuclear production","1992","Kilowatt-hours, million","43456",""
"Belgium","Electricity- total nuclear production","1991","Kilowatt-hours, million","42861",""
"Belgium","Electricity- total nuclear production","1990","Kilowatt-hours, million","42722",""
"Belgium","Electricity - nuclear production, public","2007","Kilowatt-hours, million","48227",""
"Belgium","Electricity - nuclear production, public","2006","Kilowatt-hours, million","46645",""
"Belgium","Electricity - nuclear production, public","2005","Kilowatt-hours, million","47595",""
"Belgium","Electricity - nuclear production, public","2004","Kilowatt-hours, million","47312",""
"Belgium","Electricity - nuclear production, public","2003","Kilowatt-hours, million","47379",""
"Belgium","Electricity - nuclear production, public","2002","Kilowatt-hours, million","47360",""
"Belgium","Electricity - nuclear production, public","2001","Kilowatt-hours, million","46349",""
"Belgium","Electricity - nuclear production, public","2000","Kilowatt-hours, million","48157",""
"Belgium","Electricity - nuclear production, public","1999","Kilowatt-hours, million","49017",""
"Belgium","Electricity - nuclear production, public","1998","Kilowatt-hours, million","46165",""
"Belgium","Electricity - nuclear production, public","1997","Kilowatt-hours, million","47408",""
"Belgium","Electricity - nuclear production, public","1996","Kilowatt-hours, million","43336",""
"Belgium","Electricity - nuclear production, public","1995","Kilowatt-hours, million","41356",""
"Belgium","Electricity - nuclear production, public","1994","Kilowatt-hours, million","40624",""
"Belgium","Electricity - nuclear production, public","1993","Kilowatt-hours, million","41927",""
"Belgium","Electricity - nuclear production, public","1992","Kilowatt-hours, million","43456",""
"Belgium","Electricity - nuclear production, public","1991","Kilowatt-hours, million","42861",""
"Belgium","Electricity - nuclear production, public","1990","Kilowatt-hours, million","42722",""
"Brazil","Electricity- total nuclear production","2007","Kilowatt-hours, million","12350",""
"Brazil","Electricity- total nuclear production","2006","Kilowatt-hours, million","13754",""
"Brazil","Electricity- total nuclear production","2005","Kilowatt-hours, million","9855",""
"Brazil","Electricity- total nuclear production","2004","Kilowatt-hours, million","11611",""
"Brazil","Electricity- total nuclear production","2003","Kilowatt-hours, million","13358",""
"Brazil","Electricity- total nuclear production","2002","Kilowatt-hours, million","13836",""
"Brazil","Electricity- total nuclear production","2001","Kilowatt-hours, million","14279",""
"Brazil","Electricity- total nuclear production","2000","Kilowatt-hours, million","6046",""
"Brazil","Electricity- total nuclear production","1999","Kilowatt-hours, million","3977",""
"Brazil","Electricity- total nuclear production","1998","Kilowatt-hours, million","3265",""
"Brazil","Electricity- total nuclear production","1997","Kilowatt-hours, million","3169",""
"Brazil","Electricity- total nuclear production","1996","Kilowatt-hours, million","2429",""
"Brazil","Electricity- total nuclear production","1995","Kilowatt-hours, million","2519",""
"Brazil","Electricity- total nuclear production","1994","Kilowatt-hours, million","1800","1"
"Brazil","Electricity- total nuclear production","1993","Kilowatt-hours, million","1800","1"
"Brazil","Electricity- total nuclear production","1992","Kilowatt-hours, million","1760",""
"Brazil","Electricity- total nuclear production","1991","Kilowatt-hours, million","1442",""
"Brazil","Electricity- total nuclear production","1990","Kilowatt-hours, million","2237",""
"Brazil","Electricity - nuclear production, public","2007","Kilowatt-hours, million","12350",""
"Brazil","Electricity - nuclear production, public","2006","Kilowatt-hours, million","13754",""
"Brazil","Electricity - nuclear production, public","2005","Kilowatt-hours, million","9855",""
"Brazil","Electricity - nuclear production, public","2004","Kilowatt-hours, million","11611",""
"Brazil","Electricity - nuclear production, public","2003","Kilowatt-hours, million","13358",""
"Brazil","Electricity - nuclear production, public","2002","Kilowatt-hours, million","13836",""
"Brazil","Electricity - nuclear production, public","2001","Kilowatt-hours, million","14279",""
"Brazil","Electricity - nuclear production, public","2000","Kilowatt-hours, million","6046",""
"Brazil","Electricity - nuclear production, public","1999","Kilowatt-hours, million","3977",""
"Brazil","Electricity - nuclear production, public","1998","Kilowatt-hours, million","3265",""
"Brazil","Electricity - nuclear production, public","1997","Kilowatt-hours, million","3169",""
"Brazil","Electricity - nuclear production, public","1996","Kilowatt-hours, million","2429",""
"Brazil","Electricity - nuclear production, public","1995","Kilowatt-hours, million","2519",""
"Brazil","Electricity - nuclear production, public","1994","Kilowatt-hours, million","1800","1"
"Brazil","Electricity - nuclear production, public","1993","Kilowatt-hours, million","1800","1"
